code_region,code_region_cvt,code_type,code_type_cvt,code_theme,code_theme_cvt,code_penalty_fee_flag,code_penalty_fee_flag_cvt,fund_title,fund_init_dt,fund_init_amount,fund_type_lv1,fund_type_lv2,fund_operator,fund_commission,fund_tot_commission
AOUT,해외투자,T50,해외채권형,,NA,,NA,KBPIMCO글로벌인컴셀렉션증권자투자신탁(채권-재간접형)(H)C클래스,2017.04.28,42,해외채권형,글로벌채권,KB자산운용,없음,1.15%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KBSTAR 글로벌4차산업IT증권상장지수투자신탁(주식-파생형)(합성 H),2017.08.14,55,해외주식형,정보기술섹터,KB자산운용,없음,0.40%
AIN,국내투자,T20,국내주식형,,NA,,NA,KBSTAR200증권상장지수투자신탁(주식),2011.10.19,"10,495",주식형,K200인덱스,KB자산운용,없음,0.05%
AIN,국내투자,T10,국내채권형,,NA,,NA,KBSTAR단기통안채증권상장지수투자신탁(채권),2014.05.14,"1,899",채권형,초단기채권,KB자산운용,없음,0.13%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB가치배당20증권자투자신탁(채권혼합) A클래스,2015.04.01,22,채권혼합형,일반채권혼합,KB자산운용,0.60%,0.81%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB가치배당20증권자투자신탁(채권혼합) C클래스,2015.04.01,67,채권혼합형,일반채권혼합,KB자산운용,없음,1.24%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB가치배당20증권자투자신탁(채권혼합)C-W 클래스,2016.05.04,14,채권혼합형,일반채권혼합,KB자산운용,없음,0.40%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB가치배당40증권자투자신탁(채권혼합) A클래스,2014.04.11,394,채권혼합형,일반채권혼합,KB자산운용,0.70%,0.96%
AIN,국내투자,T22,국내채권혼합형,ED106,인터넷전용,,NA,KB가치배당40증권자투자신탁(채권혼합)A-E클래스,2014.04.08,32,채권혼합형,일반채권혼합,KB자산운용,0.35%,0.73%
AIN,국내투자,T22,국내채권혼합형,ED106,인터넷전용,,NA,KB가치배당40증권자투자신탁(채권혼합)C-E클래스,2014.04.01,49,채권혼합형,일반채권혼합,KB자산운용,없음,0.98%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB가치배당40증권자투자신탁(채권혼합)C클래스,2014.03.31,569,채권혼합형,일반채권혼합,KB자산운용,없음,1.45%
AIN,국내투자,T22,국내채권혼합형,ED106,인터넷전용,,NA,KB가치배당소득공제증권전환형자투자신탁(채권혼합)C-E클래스,2014.04.04,231,채권혼합형,일반채권혼합,KB자산운용,없음,0.65%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB가치배당소득공제증권전환형자투자신탁(채권혼합)C클래스,2014.03.17,578,채권혼합형,일반채권혼합,KB자산운용,없음,0.94%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB가치배당소득공제증권전환형자투자신탁(채권혼합)S-T클래스,2014.04.23,80,채권혼합형,일반채권혼합,KB자산운용,없음,0.53%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB가치주목표전환증권투자신탁(주식혼합)A,2019.07.26,17,주식형,일반주식,KB자산운용,1.20%,1.25%
AIN,국내투자,T11,MMF,,NA,,NA,KB개인연금단기자금증권자투자신탁(단기자금-재간접형),2018.08.01,11,MMF,MMF,KB자산운용,없음,0.17%
AIN,국내투자,T11,MMF,,NA,,NA,KB개인용MMF P-1호C클래스,2003.03.14,644,MMF,MMF,KB자산운용,없음,0.32%
AIN,국내투자,T21,국내주식혼합형,,NA,,NA,KB고배당커버드콜증권투자신탁(주식혼합-파생형) A,2017.09.08,37,주식혼합형,일반주식혼합,KB자산운용,1.00%,0.96%
AIN,국내투자,T21,국내주식혼합형,,NA,,NA,KB고배당커버드콜증권투자신탁(주식혼합-파생형) C,2017.09.08,27,주식혼합형,일반주식혼합,KB자산운용,없음,1.48%
AIN,국내투자,T21,국내주식혼합형,,NA,,NA,KB고배당커버드콜증권투자신탁(주식혼합-파생형)C-W,2019.01.21,24,주식혼합형,일반주식혼합,KB자산운용,없음,0.50%
AIN,국내투자,T10,국내채권형,,NA,,NA,KB골든플랜VL증권투자신탁 1(채권)C-변액클래스,2016.10.25,"1,114",채권형,우량채권,KB자산운용,없음,0.08%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB광개토증권자투자신탁(주식)C5클래스,2005.07.04,140,주식형,일반주식,KB자산운용,없음,1.78%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB광개토증권자투자신탁N-1(주식)C클래스,2006.06.01,21,주식형,일반주식,KB자산운용,없음,1.78%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB국공채공모주플러스증권투자신탁(채권혼합)C클래스,2014.10.27,11,채권혼합형,일반채권혼합,KB자산운용,없음,0.94%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB그로스&밸류증권투자신탁[주식]C5,2005.11.02,129,주식형,일반주식,KB자산운용,없음,1.78%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB그로스적립식증권자투자신탁 1(주식) C5 클래스,2003.01.03,22,주식형,일반주식,KB자산운용,없음,1.72%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB그로스포커스증권자투자신탁(주식)A클래스,2010.01.05,85,주식형,일반주식,KB자산운용,1.00%,1.31%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB그로스포커스증권자투자신탁(주식)C-E클래스,2010.01.05,13,주식형,일반주식,KB자산운용,없음,1.71%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB그로스포커스증권자투자신탁(주식)C-F클래스,2010.09.09,152,주식형,일반주식,KB자산운용,없음,0.75%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB그로스포커스증권자투자신탁(주식)C-R클래스,2002.11.04,107,주식형,일반주식,KB자산운용,없음,1.72%
AIN,국내투자,T20,국내주식형,ED106EG115,NA,,NA,KB그로스포커스증권자투자신탁(주식)C-퇴직e클래스,2017.08.17,63,주식형,일반주식,KB자산운용,없음,1.04%
AIN,국내투자,T20,국내주식형,EG115,퇴직연금,,NA,KB그로스포커스증권자투자신탁(주식)C-퇴직연금 클래스,2015.12.09,64,주식형,일반주식,KB자산운용,없음,1.36%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB그로스포커스증권자투자신탁(주식)C4클래스,2010.01.05,11,주식형,일반주식,KB자산운용,없음,1.72%
AOUT,해외투자,T69,해외기타,,NA,,NA,KB글로벌M&A차익거래증권자투자신탁(주식혼합-파생재간접형)(H)C-W,2018.09.06,20,해외기타,글로벌헤지전략,KB자산운용,없음,0.36%
AOUT,해외투자,T50,해외채권형,,NA,,NA,KB글로벌리얼에셋인컴증권자투자신탁(채권)(H)A,2018.06.27,25,해외채권형,글로벌채권,KB자산운용,0.70%,1.16%
AOUT,해외투자,T50,해외채권형,,NA,,NA,KB글로벌리얼에셋인컴증권자투자신탁(채권)(H)C,2018.06.27,63,해외채권형,글로벌채권,KB자산운용,없음,1.66%
AOUT,해외투자,T50,해외채권형,ED106,인터넷전용,,NA,KB글로벌리얼에셋인컴증권자투자신탁(채권)(H)C-E,2018.06.25,11,해외채권형,글로벌채권,KB자산운용,없음,1.21%
AOUT,해외투자,T50,해외채권형,,NA,,NA,KB글로벌리얼에셋인컴증권자투자신탁(채권)(H)C-F,2018.06.21,170,해외채권형,글로벌채권,KB자산운용,없음,0.79%
AOUT,해외투자,T50,해외채권형,EG115,퇴직연금,,NA,KB글로벌리얼에셋인컴증권자투자신탁(채권)(H)C-퇴직,2019.04.04,15,해외채권형,글로벌채권,KB자산운용,없음,1.48%
AOUT,해외투자,T62,해외채권혼합형,,NA,,NA,KB글로벌멀티에셋인컴증권자투자신탁(채권혼합-재간접형)C-F클래스,2017.11.03,41,해외채권혼합형,글로벌 보수적자산배분,KB자산운용,없음,0.59%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB글로벌빅데이터리서치증권자투자신탁(주식)(H)C-F 클래스,2019.04.15,50,해외주식형,글로벌주식,KB자산운용,없음,0.96%
AOUT,해외투자,T69,해외기타,,NA,,NA,KB글로벌알파오퍼튜니티증권자투자신탁(혼합-재간접형)C-F,2019.09.04,30,해외기타,글로벌헤지전략,KB자산운용,없음,0.59%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB글로벌주식솔루션증권자투자신탁(주식-재간접형)(UH) C-F 클래스,2016.06.20,17,해외주식형,글로벌주식,KB자산운용,없음,0.69%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB글로벌주식솔루션증권자투자신탁(주식-재간접형)(UH)A-E클래스,2016.04.21,16,해외주식형,글로벌주식,KB자산운용,0.50%,0.96%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB글로벌주식솔루션증권자투자신탁(주식-재간접형)(UH)A클래스,2016.04.20,25,해외주식형,글로벌주식,KB자산운용,1.00%,1.26%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB글로벌주식솔루션증권자투자신탁(주식-재간접형)(UH)C-E클래스,2016.04.20,42,해외주식형,글로벌주식,KB자산운용,없음,1.13%
AOUT,해외투자,T60,해외주식형,ED106EG115,NA,,NA,KB글로벌주식솔루션증권자투자신탁(주식-재간접형)(UH)C-퇴직e,2017.09.22,17,해외주식형,글로벌주식,KB자산운용,없음,1.01%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB글로벌주식솔루션증권자투자신탁(주식-재간접형)(UH)C클래스,2016.04.22,71,해외주식형,글로벌주식,KB자산운용,없음,1.61%
AOUT,해외투자,T64,해외부동산형,,NA,,NA,KB글로벌코어리츠부동산자투자신탁(재간접형)(H)C-F,2019.09.04,10,해외부동산형,글로벌리츠재간접,KB자산운용,없음,0.61%
AOUT,해외투자,T64,해외부동산형,,NA,,NA,KB글로벌코어리츠부동산자투자신탁(재간접형)(UH)C-F,2019.09.04,10,해외부동산형,글로벌리츠재간접,KB자산운용,없음,0.61%
AOUT,해외투자,T50,해외채권형,,NA,,NA,KB글로벌코어본드증권자투자신탁(채권)A,2019.03.04,327,해외채권형,글로벌채권,KB자산운용,0.50%,0.66%
AOUT,해외투자,T50,해외채권형,ED106,인터넷전용,,NA,KB글로벌코어본드증권자투자신탁(채권)A-E,2019.02.27,29,해외채권형,글로벌채권,KB자산운용,0.25%,0.46%
AOUT,해외투자,T50,해외채권형,,NA,,NA,KB글로벌코어본드증권자투자신탁(채권)C,2019.02.15,27,해외채권형,글로벌채권,KB자산운용,없음,0.86%
AOUT,해외투자,T50,해외채권형,ED106,인터넷전용,,NA,KB글로벌코어본드증권자투자신탁(채권)C-E,2019.02.14,13,해외채권형,글로벌채권,KB자산운용,없음,0.56%
AOUT,해외투자,T50,해외채권형,,NA,,NA,KB글로벌코어본드증권자투자신탁(채권)C-F,2018.11.16,"1,762",해외채권형,글로벌채권,KB자산운용,없음,0.27%
AOUT,해외투자,T50,해외채권형,EG110ED106EG115,NA,,NA,KB글로벌코어본드증권자투자신탁(채권)C-퇴직e,2019.07.03,13,해외채권형,글로벌채권,KB자산운용,없음,0.50%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB다이나믹4차산업EMP증권자투자신탁(주식-재간접형)C-F,2018.05.18,10,해외주식형,정보기술섹터,KB자산운용,없음,0.69%
AIN,국내투자,T11,MMF,,NA,,NA,KB달러단기자금증권투자신탁(USD)(단기자금-재간접형)A,2017.07.28,11,MMF,MMF,KB자산운용,0.10%,0.36%
AIN,국내투자,T11,MMF,,NA,,NA,KB달러단기자금증권투자신탁(USD)(단기자금-재간접형)C,2017.07.24,475,MMF,MMF,KB자산운용,없음,0.46%
AIN,국내투자,T11,MMF,ED106,인터넷전용,,NA,KB달러단기자금증권투자신탁(USD)(단기자금-재간접형)C-E,2017.07.24,15,MMF,MMF,KB자산운용,없음,0.31%
AOUT,해외투자,T50,해외채권형,,NA,,NA,KB달러표시아시아채권증권자투자신탁(채권-재간접형)(H)A,2019.06.05,156,해외채권형,아시아채권(ex J),KB자산운용,0.70%,0.68%
AOUT,해외투자,T50,해외채권형,ED106,인터넷전용,,NA,KB달러표시아시아채권증권자투자신탁(채권-재간접형)(H)A-E,2019.06.05,21,해외채권형,아시아채권(ex J),KB자산운용,0.35%,0.49%
AOUT,해외투자,T50,해외채권형,,NA,,NA,KB달러표시아시아채권증권자투자신탁(채권-재간접형)(H)C,2019.06.05,42,해외채권형,아시아채권(ex J),KB자산운용,없음,1.11%
AOUT,해외투자,T50,해외채권형,ED106,인터넷전용,,NA,KB달러표시아시아채권증권자투자신탁(채권-재간접형)(H)C-E,2019.06.05,14,해외채권형,아시아채권(ex J),KB자산운용,없음,0.71%
AOUT,해외투자,T50,해외채권형,,NA,,NA,KB달러표시아시아채권증권자투자신탁(채권-재간접형)(H)C-F,2019.05.29,10,해외채권형,아시아채권(ex J),KB자산운용,없음,0.33%
AOUT,해외투자,T50,해외채권형,EG110,연금저축,,NA,KB달러표시아시아채권증권자투자신탁(채권-재간접형)(H)C-P,2019.06.26,14,해외채권형,아시아채권(ex J),KB자산운용,없음,0.99%
AOUT,해외투자,T50,해외채권형,EG115,퇴직연금,,NA,KB달러표시아시아채권증권자투자신탁(채권-재간접형)(H)C-퇴직,2019.06.18,17,해외채권형,아시아채권(ex J),KB자산운용,없음,0.95%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB락스타증권자투자신탁(주식)C 4 클래스,2011.10.25,18,주식형,일반주식,KB자산운용,없음,1.49%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB러시아대표성장주증권자투자신탁(주식)A,2009.10.12,43,해외주식형,러시아주식,KB자산운용,1.00%,1.90%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB러시아대표성장주증권자투자신탁(주식)A-E,2015.05.26,16,해외주식형,러시아주식,KB자산운용,0.50%,1.44%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB러시아대표성장주증권자투자신탁(주식)C-E,2009.11.03,25,해외주식형,러시아주식,KB자산운용,없음,1.98%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB러시아대표성장주증권자투자신탁(주식)C4,2010.03.30,22,해외주식형,러시아주식,KB자산운용,없음,2.08%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB리서치고배당증권투자신탁(주식) C-F 클래스,2016.11.03,64,주식형,배당주식,KB자산운용,없음,0.79%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB리서치고배당증권투자신탁(주식)A클래스,2014.09.01,11,주식형,배당주식,KB자산운용,1.00%,1.46%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB리서치고배당증권투자신탁(주식)C4클래스,2014.09.01,53,주식형,배당주식,KB자산운용,없음,1.46%
AOUT,해외투자,T60,해외주식형,EW120,브릭스,,NA,KB멀티매니저브릭스증권자투자신탁(주식)A,2007.11.29,20,해외주식형,글로벌신흥국주식,KB자산운용,1.00%,1.80%
AIN,국내투자,T21,국내주식혼합형,,NA,,NA,KB목표전환증권투자신탁 4[주식혼합]A,2011.01.11,16,주식혼합형,공격적자산배분,KB자산운용,0.80%,0.85%
AIN,국내투자,T22,국내채권혼합형,ED106,인터넷전용,,NA,KB밸류초이스30증권투자신탁(채권혼합)A-E클래스,2014.06.03,17,채권혼합형,일반채권혼합,KB자산운용,0.35%,0.63%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB밸류초이스30증권투자신탁(채권혼합)A클래스,2014.04.18,22,채권혼합형,일반채권혼합,KB자산운용,0.70%,0.83%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB밸류초이스30증권투자신탁(채권혼합)C클래스,2014.04.18,255,채권혼합형,일반채권혼합,KB자산운용,없음,1.33%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB밸류포커스30증권자투자신탁(채권혼합)A클래스,2012.12.20,128,채권혼합형,일반채권혼합,KB자산운용,0.70%,0.85%
AIN,국내투자,T22,국내채권혼합형,ED106,인터넷전용,,NA,KB밸류포커스30증권자투자신탁(채권혼합)C-E클래스,2012.12.20,11,채권혼합형,일반채권혼합,KB자산운용,없음,0.91%
AIN,국내투자,T22,국내채권혼합형,EG110,연금저축,,NA,KB밸류포커스30증권자투자신탁(채권혼합)C-P클래스,2013.08.21,307,채권혼합형,일반채권혼합,KB자산운용,없음,1.27%
AIN,국내투자,T22,국내채권혼합형,,NA,,NA,KB밸류포커스30증권자투자신탁(채권혼합)C클래스,2012.12.18,179,채권혼합형,일반채권혼합,KB자산운용,없음,1.37%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB밸류포커스소득공제증권전환형자투자신탁(주식)C-E클래스,2014.04.04,98,주식형,일반주식,KB자산운용,없음,0.89%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB밸류포커스소득공제증권전환형자투자신탁(주식)C클래스,2014.03.17,645,주식형,일반주식,KB자산운용,없음,1.24%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB밸류포커스소득공제증권전환형자투자신탁(주식)S-T,2014.04.23,32,주식형,일반주식,KB자산운용,없음,0.75%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB밸류포커스증권자투자신탁(주식)클래스 C-직판,2015.06.25,11,주식형,일반주식,KB자산운용,없음,0.76%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB밸류포커스증권자투자신탁(주식)클래스A,2009.11.09,"1,319",주식형,일반주식,KB자산운용,1.00%,1.41%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB밸류포커스증권자투자신탁(주식)클래스A-E,2013.02.15,19,주식형,일반주식,KB자산운용,0.50%,1.09%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB밸류포커스증권자투자신탁(주식)클래스A-I,2015.06.01,24,주식형,일반주식,KB자산운용,1.00%,1.22%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB밸류포커스증권자투자신탁(주식)클래스C-F,2010.12.21,326,주식형,일반주식,KB자산운용,없음,0.79%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB밸류포커스증권자투자신탁(주식)클래스C2,2009.11.09,32,주식형,일반주식,KB자산운용,없음,2.09%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB밸류포커스증권자투자신탁(주식)클래스C3,2009.11.09,56,주식형,일반주식,KB자산운용,없음,1.92%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB밸류포커스증권자투자신탁(주식)클래스C4,2009.11.09,"3,448",주식형,일반주식,KB자산운용,없음,1.76%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB밸류포커스증권자투자신탁(주식)클래스E,2009.11.09,241,주식형,일반주식,KB자산운용,없음,1.75%
AIN,국내투자,T11,MMF,,NA,,NA,KB법인용MMF I-1 C-F,2017.07.25,307,MMF,MMF,KB자산운용,없음,0.07%
AIN,국내투자,T11,MMF,,NA,,NA,KB법인용MMF I-1C,2003.09.18,"5,401",MMF,MMF,KB자산운용,없음,0.10%
AIN,국내투자,T11,MMF,,NA,,NA,KB법인용MMF I-2(국공채) C-I 클래스,2014.04.29,"24,647",MMF,MMF,KB자산운용,없음,0.10%
AIN,국내투자,T11,MMF,,NA,,NA,KB법인용MMF I-2(국공채) C 클래스,2005.03.29,"3,797",MMF,MMF,KB자산운용,없음,0.12%
AIN,국내투자,T11,MMF,,NA,,NA,KB법인용MMF I-2(국공채)C-F클래스,2018.06.20,14,MMF,MMF,KB자산운용,없음,0.07%
AIN,국내투자,T11,MMF,,NA,,NA,KB법인용MMF I-2(국공채)C-W 클래스,2018.10.04,28,MMF,MMF,KB자산운용,없음,0.06%
AIN,국내투자,T11,MMF,EG115,퇴직연금,,NA,KB법인용MMF I-2(국공채)C-퇴직,2018.03.19,45,MMF,MMF,KB자산운용,없음,0.11%
AIN,국내투자,T11,MMF,ED106EG115,NA,,NA,KB법인용MMF I-2(국공채)C-퇴직e,2018.03.16,35,MMF,MMF,KB자산운용,없음,0.09%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,KB베스트모아드림혼합자산자투자신탁C-F,2019.09.23,20,해외주식혼합형,글로벌 공격적자산배분,KB자산운용,없음,0.44%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB베트남포커스증권자투자신탁(주식)A클래스,2016.09.27,41,해외주식형,베트남주식,KB자산운용,1.00%,1.88%
AOUT,해외투자,T60,해외주식형,ED106EG115,NA,,NA,KB베트남포커스증권자투자신탁(주식)C-퇴직e클래스,2017.10.13,17,해외주식형,베트남주식,KB자산운용,없음,1.38%
AOUT,해외투자,T60,해외주식형,EG115,퇴직연금,,NA,KB베트남포커스증권자투자신탁(주식)C-퇴직연금 클래스,2016.12.20,19,해외주식형,베트남주식,KB자산운용,없음,1.78%
AOUT,해외투자,T61,해외주식혼합형,ED106,인터넷전용,,NA,KB베트남포커스증권자투자신탁(주식혼합)A-E클래스,2016.08.31,53,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,0.50%,1.48%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,KB베트남포커스증권자투자신탁(주식혼합)A클래스,2007.06.01,374,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,1.00%,2.00%
AOUT,해외투자,T61,해외주식혼합형,ED106,인터넷전용,,NA,KB베트남포커스증권자투자신탁(주식혼합)C-E클래스,2014.11.11,126,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,없음,1.45%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,KB베트남포커스증권자투자신탁(주식혼합)C-F 클래스,2018.12.28,10,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,없음,0.98%
AOUT,해외투자,T61,해외주식혼합형,EG110ED106,NA,,NA,KB베트남포커스증권자투자신탁(주식혼합)C-Pe클래스,2017.12.26,15,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,없음,1.38%
AOUT,해외투자,T61,해외주식혼합형,EG110,연금저축,,NA,KB베트남포커스증권자투자신탁(주식혼합)C-P클래스,2017.12.26,38,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,없음,1.80%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,KB베트남포커스증권자투자신탁(주식혼합)C2클래스,2007.06.05,567,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,없음,2.35%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,KB베트남포커스증권자투자신탁(주식혼합)C3클래스,2007.06.05,47,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,없음,2.25%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,KB베트남포커스증권자투자신탁(주식혼합)C4클래스,2007.06.05,16,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,없음,2.15%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,KB베트남포커스증권자투자신탁(주식혼합)C5클래스,2007.06.05,17,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,없음,2.05%
AOUT,해외투자,T61,해외주식혼합형,,NA,,NA,KB베트남포커스증권자투자신탁(주식혼합)C클래스,2007.06.05,70,해외주식혼합형,아시아신흥국주식혼합,KB자산운용,없음,2.45%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB변액보험그로스증권투자신탁 1(주식),2012.07.27,918,주식형,일반주식,KB자산운용,없음,0.30%
AOUT,해외투자,,NA,ED106EN116,NA,,NA,KB북미생산유전고배당특별자산투자신탁(인프라-재간접형) A-E 클래스,2015.04.20,16,해외특별자산,글로벌실물자산,KB자산운용,0.50%,1.16%
AOUT,해외투자,,NA,EN116,인프라,,NA,KB북미생산유전고배당특별자산투자신탁(인프라-재간접형) A 클래스,2015.04.28,14,해외특별자산,글로벌실물자산,KB자산운용,1.00%,1.46%
AOUT,해외투자,,NA,ED106EN116,NA,,NA,KB북미생산유전고배당특별자산투자신탁(인프라-재간접형) C-E 클래스,2015.04.20,10,해외특별자산,글로벌실물자산,KB자산운용,없음,1.36%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB브라질증권자투자신탁(주식)A-E클래스,2016.04.08,17,해외주식형,브라질주식,KB자산운용,0.50%,1.38%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB브라질증권자투자신탁(주식)A클래스,2007.10.15,53,해외주식형,브라질주식,KB자산운용,1.00%,1.82%
AOUT,해외투자,T60,해외주식형,ED106,인터넷전용,,NA,KB브라질증권자투자신탁(주식)C-E클래스,2007.10.15,42,해외주식형,브라질주식,KB자산운용,없음,1.95%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB브라질증권자투자신탁(주식)C2클래스,2007.10.15,12,해외주식형,브라질주식,KB자산운용,없음,2.05%
AOUT,해외투자,T60,해외주식형,,NA,,NA,KB브라질증권자투자신탁(주식)C클래스,2007.10.15,14,해외주식형,브라질주식,KB자산운용,없음,2.45%
AIN,국내투자,T20,국내주식형,EN107,어린이펀드,,NA,KB사과나무증권자투자신탁 1(주식) C5 클래스,2005.05.23,28,주식형,일반주식,KB자산운용,없음,1.73%
AIN,국내투자,T10,국내채권형,EN107,어린이펀드,,NA,KB사과나무증권자투자신탁 1(채권),2003.04.21,16,채권형,일반채권,KB자산운용,없음,0.52%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB소프트파워증권자투자신탁(주식)A,2018.01.12,245,주식형,일반주식,KB자산운용,1.00%,1.46%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB소프트파워증권자투자신탁(주식)A-E,2018.01.12,26,주식형,일반주식,KB자산운용,0.50%,1.11%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB소프트파워증권자투자신탁(주식)C-E,2018.01.12,10,주식형,일반주식,KB자산운용,없음,1.26%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB소프트파워증권자투자신탁(주식)C2,2018.01.12,26,주식형,일반주식,KB자산운용,없음,1.86%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타 코스닥150인덱스증권자투자신탁(주식-파생형)C-F클래스,2016.05.17,50,주식형,기타인덱스,KB자산운용,없음,0.45%
AIN,국내투자,,NA,,NA,,NA,KB스타3Index지수연계증권투자신탁HSN-2(ELS-파생형)A,2019.09.27,25,특별자산,ELF,KB자산운용,1.00%,0.36%
AIN,국내투자,T20,국내주식형,ED106,인터넷전용,,NA,KB스타e-무궁화인덱스증권투자신탁(주식-파생형),2006.01.20,58,주식형,K200인덱스,KB자산운용,없음,0.80%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타KRX300인덱스증권투자신탁(주식-파생형)A,2018.03.13,64,주식형,기타인덱스,KB자산운용,1.00%,0.75%
AIN,국내투자,T20,국내주식형,,NA,,NA,KB스타KRX300인덱스증권투자신탁(주식-파생형)C,2018.03.22,31,주식형,기타인덱스,KB자산운용,없음,1.40%
AIN,국내투자,T11,MMF,,NA,,NA,KB스타개인용MMF P-101 (국공채) C-W 클래스,2016.12.22,435,MMF,MMF,KB자산운용,없음,0.14%
AIN,국내투자,T11,MMF,,NA,,NA,KB스타개인용MMF P-101(국공채)C,2003.03.14,"17,262",MMF,MMF,KB자산운용,없음,0.40%
AIN,국내투자,T11,MMF,EG110,연금저축,,NA,KB스타개인용MMF P-101(국공채)C-P,2013.11.21,650,MMF,MMF,KB자산운용,없음,0.36%
AOUT,해외투자,T65,해외커머더티형,EN114,원자재,,NA,KB스타골드특별자산투자신탁(금-파생형)A,2008.05.27,117,커머더티형,커머더티,KB자산운용,1.00%,1.20%
AOUT,해외투자,T65,해외커머더티형,ED106EN114,NA,,NA,KB스타골드특별자산투자신탁(금-파생형)A-EU,2009.07.07,35,커머더티형,커머더티,KB자산운용,0.60%,1.40%
AOUT,해외투자,T65,해외커머더티형,ED106EN114,NA,,NA,KB스타골드특별자산투자신탁(금-파생형)C-E클래스,2008.05.27,59,커머더티형,커머더티,KB자산운용,없음,1.73%
